topic_id,entity_type,method,rank,entity_pid,method_score
T001,paper,Rel-only,73,P-DB5DA3AEBA6DB376,0.000000
T001,paper,Rel-only,74,P-69F46353930BA4E6,0.000000
T001,paper,Rel-only,75,P-1A0B337F9E85B0C6,0.000000
T001,paper,Rel-only,76,P-4A40D96B7B25C1BB,0.000000
T001,paper,Rel-only,77,P-E28A94BCDD4F2E71,0.000000
T001,paper,Rel-only,78,P-85AFD6B0693D265C,0.000000
T001,paper,Rel-only,79,P-04BC424915ED2BEC,0.000000
T001,paper,Rel-only,80,P-49D66C80417AA0C1,0.000000
T001,paper,Rel-only,81,P-CC679E3FDA7722DA,0.000000
T001,paper,Rel-only,82,P-6C1D04C67D3037D6,0.000000
T001,paper,Rel-only,83,P-917FC7839C0BEB01,0.000000
T001,paper,Rel-only,84,P-9C4077698B2E3165,0.000000
T001,paper,Rel-only,85,P-E5F4BDCA857D0B79,0.000000
T001,paper,Rel-only,86,P-52ACDB55CA1557AF,0.000000
T001,paper,Rel-only,87,P-5D9EA6CE78DC9EFA,0.000000
T001,paper,Rel-only,88,P-8F9DEE8063771D0C,0.000000
T001,paper,Rel-only,89,P-4FBB5F12A978C1A8,0.000000
T001,paper,Rel-only,90,P-270E8C9127B778F7,0.000000
T001,paper,Rel-only,91,P-AF1B3B503031E23F,0.000000
T001,paper,Rel-only,92,P-B6A0316865BC2B32,0.000000
T001,paper,Rel-only,93,P-8EF8C0576F192AB2,0.000000
T001,paper,Rel-only,94,P-5E674A8DA29D095A,0.000000
T001,paper,Rel-only,95,P-72764A42FC42C7F7,0.000000
T001,paper,Rel-only,96,P-B56A57CA8DF7C083,0.000000
T001,paper,Rel-only,97,P-8411E2A5A1B7FBBB,0.000000
T001,paper,Rel-only,98,P-C273DEC7FF958D8B,0.000000
T001,paper,Rel-only,99,P-1B339464C32A1C14,0.000000
T001,paper,Rel-only,100,P-25BDEBD0E492EE3A,0.000000
T001,paper,Rel-only,101,P-3B79A63D42E0049E,0.000000
T001,paper,Rel-only,102,P-05F4968A004F124C,0.000000
T001,paper,Rel-only,103,P-4833A9463F1401C9,0.000000
T001,paper,Rel-only,104,P-3E1F1CDBB061D9CF,0.000000
T001,paper,Rel-only,105,P-190A5063684A96EF,0.000000
T001,paper,Rel-only,106,P-4CBC1E94853354F7,0.000000
T001,paper,Rel-only,107,P-C91E52E387C6D277,0.000000
T001,paper,Rel-only,108,P-71BD0FD2FFF8E401,0.000000
T001,paper,Rel-only,109,P-2A09BFD8A84F6235,0.000000
T001,paper,Rel-only,110,P-4A94C4F490114845,0.000000
T001,paper,Rel-only,111,P-520F4FF719C566B4,0.000000
T001,paper,Rel-only,112,P-4933E7DE9302C2B5,0.000000
T001,paper,Rel-only,113,P-6E6ABC2DD40B172C,0.000000
T001,paper,Rel-only,114,P-0C25F61222776B29,0.000000
T001,paper,Rel-only,115,P-8C56DFF4BEC4F58B,0.000000
T001,paper,Rel-only,116,P-A4D5AE0F4F2DABDA,0.000000
T001,paper,Rel-only,117,P-B670022FD72A265D,0.000000
T001,paper,Rel-only,118,P-44609C35D08EB35B,0.000000
T001,paper,Rel-only,119,P-E79179F8B758C9A8,0.000000
T001,paper,Rel-only,120,P-AB85CA67D11A1D8A,0.000000
T001,paper,Rel-only,121,P-C18FFCECFC7654C1,0.000000
T001,paper,Rel-only,122,P-C6BB1921381DA23A,0.000000
T001,paper,Rel-only,123,P-1F958AADC7746833,0.000000
T001,paper,Rel-only,124,P-B126EEB1581B3AF7,0.000000
T001,paper,Rel-only,125,P-666B7D895C1863FC,0.000000
T001,paper,Rel-only,126,P-4E28417713BFCC94,0.000000
T001,paper,Rel-only,127,P-4B15DA3E55D8B3E3,0.000000
T001,paper,Rel-only,128,P-E906D818261D184E,0.000000
T001,paper,Rel-only,129,P-B87F05F19641CE4C,0.000000
T001,paper,Rel-only,130,P-514CD83809F12A84,0.000000
T001,paper,Rel-only,131,P-E62AF9F8E6AA9DF3,0.000000
T001,paper,Rel-only,132,P-603B90F4A0B0BFEC,0.000000
T001,paper,Rel-only,133,P-580E22F4C233C45B,0.000000
T001,paper,Rel-only,134,P-6653FF0177F84CF5,0.000000
T001,paper,Rel-only,135,P-31C7EC21EC795021,0.000000
T001,paper,Rel-only,136,P-1727410022A42922,0.000000
T001,paper,Rel-only,137,P-1DAE2158A38FA874,0.000000
T001,paper,Rel-only,138,P-7D5196210DC6E9D4,0.000000
T001,paper,Rel-only,139,P-C964731232868714,0.000000
T001,paper,Rel-only,140,P-88238CCE4DA2E7E0,0.000000
T001,paper,Rel-only,141,P-71473380A743E17B,0.000000
T001,paper,Rel-only,142,P-60F6941C55432DCD,0.000000
T001,paper,Rel-only,143,P-B002AF58F9F619B7,0.000000
T001,paper,Rel-only,144,P-E09C15B637584C34,0.000000
T001,paper,Rel-only,145,P-AE0DE5CAEF352F69,0.000000
T001,paper,Rel-only,146,P-54C1FA77B6CB97D1,0.000000
T001,paper,Rel-only,147,P-524073AC77C646E4,0.000000
T001,paper,Rel-only,148,P-01631757E44BBDCF,0.000000
T001,paper,Rel-only,149,P-096DC8947CEEC057,0.000000
T001,paper,Rel-only,150,P-792E9870B26AAAE0,0.000000
T001,paper,Rel-only,151,P-D64691588DF51EF8,0.000000
T001,paper,Rel-only,152,P-F247F55742C291C5,0.000000
T001,paper,Rel-only,153,P-D6B25A17DE94EFCB,0.000000
T001,paper,Rel-only,154,P-20D2A443EB12A671,0.000000
T001,paper,Rel-only,155,P-F070B2C7F38C2D94,0.000000
T001,paper,Rel-only,156,P-BEFB1F9CE6B72741,0.000000
T001,paper,Rel-only,157,P-E4DF6472D1CC815F,0.000000
T001,paper,Rel-only,158,P-611D6CC8C3164407,0.000000
T001,paper,Rel-only,159,P-E8FAF3D05CC8F015,0.000000
T001,paper,Rel-only,160,P-460477B863FD9BFC,0.000000
T001,paper,Rel-only,161,P-7CF3986024CFB2F7,0.000000
T001,paper,Rel-only,162,P-5C94B99425874CDA,0.000000
T001,paper,Rel-only,163,P-6A47BF868E6E476B,0.000000
T001,paper,Rel-only,164,P-EA2D6AC2962E45CC,0.000000
T001,paper,Rel-only,165,P-7BBF4AF80A77AAF6,0.000000
T001,paper,Rel-only,166,P-EC020EA0C6B90A7B,0.000000
T001,paper,Rel-only,167,P-857ED61FBEE3426D,0.000000
T001,paper,Rel-only,168,P-BA63C3DF0839FB1B,0.000000
T001,paper,Rel-only,169,P-13B4FFCA773EA57B,0.000000
T001,paper,Rel-only,170,P-82650DBCACFD2246,0.000000
T001,paper,Rel-only,171,P-4B0C06BFCD866524,0.000000
T001,paper,Rel-only,172,P-DA06C4C099B7AD27,0.000000
T001,paper,Rel-only,173,P-DA55962AE54280ED,0.000000
T001,paper,Rel-only,174,P-B7B789480076A902,0.000000
T001,paper,Rel-only,175,P-F068228A6F0416C8,0.000000
T001,paper,Rel-only,176,P-479ABA00372C163C,0.000000
T001,paper,Rel-only,177,P-2BF0700F9E3AF725,0.000000
T001,paper,Rel-only,178,P-4FADCE1744635568,0.000000
T001,paper,Rel-only,179,P-48EDCFB775881612,0.000000
T001,paper,Rel-only,180,P-657E5153455D2CCF,0.000000
T001,paper,Rel-only,181,P-897415FE376511C6,0.000000
T001,paper,Rel-only,182,P-30618456F67C3445,0.000000
T001,paper,Rel-only,183,P-86FC0A2AF2E783E5,0.000000
T001,paper,Rel-only,184,P-F6AAED421A39CEA0,0.000000
T001,paper,Rel-only,185,P-629FD300A41ADA00,0.000000
T001,paper,Rel-only,186,P-81184D7A713BBC08,0.000000
T001,paper,Rel-only,187,P-1844BC10E1059676,0.000000
T001,paper,Rel-only,188,P-F0CDFA07FFC643D1,0.000000
T001,paper,Rel-only,189,P-30FAC9A6A3630FBB,0.000000
T001,paper,Rel-only,190,P-3A40597E2000939C,0.000000
T001,paper,Rel-only,191,P-B6410A16EDE8A705,0.000000
T001,paper,Rel-only,192,P-1D9D05B03403BD4D,0.000000
T001,paper,Rel-only,193,P-5D2626AFFD3E25B3,0.000000
T001,paper,Rel-only,194,P-DBAC638D9FCDF6CF,0.000000
T001,paper,Rel-only,195,P-6216A05E49BECB73,0.000000
T001,paper,Rel-only,196,P-00217C73EA915F4C,0.000000
T001,paper,Rel-only,197,P-2A649A22E7A1ECF2,0.000000
T001,paper,Rel-only,198,P-0542730BFE96B52E,0.000000
T001,paper,Rel-only,199,P-2434D395B62E181D,0.000000
T001,paper,Rel-only,200,P-89E41F0B9692E534,0.000000
T001,paper,Rel-only,201,P-F221C070368F15CC,0.000000
T001,paper,Rel-only,202,P-3E365199936FF689,0.000000
T001,paper,Rel-only,203,P-EBCA2D521D5801D9,0.000000
T001,paper,Rel-only,204,P-C3BE2EE5C1CBCD06,0.000000
T001,paper,Rel-only,205,P-2E066D6D96A20275,0.000000
T001,paper,Rel-only,206,P-0B405AE28B2EB788,0.000000
T001,paper,Rel-only,207,P-D63A52F7DA311371,0.000000
T001,paper,Rel-only,208,P-C292365BA9A451B9,0.000000
T001,paper,Rel-only,209,P-0243FD7FFB5215A3,0.000000
T001,paper,Rel-only,210,P-3338A6B95F7E070F,0.000000
T001,paper,Rel-only,211,P-17A81FFBFAD6164A,0.000000
T001,paper,Rel-only,212,P-33DCA4267CDC47BA,0.000000
T001,paper,Rel-only,213,P-F2DF44D7B3A44443,0.000000
T001,paper,Rel-only,214,P-25351B8071F54A9A,0.000000
T001,paper,Rel-only,215,P-3466424833A91C70,0.000000
T001,paper,Rel-only,216,P-992CFDCAB953BF71,0.000000
T001,paper,Rel-only,217,P-4141E33C9BD76141,0.000000
T001,paper,Rel-only,218,P-30F0921170EAF40F,0.000000
T001,paper,Rel-only,219,P-CEE2371AA9107117,0.000000
T001,paper,Rel-only,220,P-A364A1B7C00C398E,0.000000
T001,paper,Rel-only,221,P-372DBB6D5FB2DCB2,0.000000
T001,paper,Rel-only,222,P-147101B04E9A162A,0.000000
T001,paper,Rel-only,223,P-6958A4EFA366F9CE,0.000000
T001,paper,Rel-only,224,P-0E8B3E6D69F0C3CD,0.000000
T001,paper,Rel-only,225,P-99BDCD8D3D796A0D,0.000000
T001,paper,Rel-only,226,P-43E3520DD2F18C6D,0.000000
T001,paper,Rel-only,227,P-3C4F32CE4ACDC0AD,0.000000
T001,paper,Rel-only,228,P-20B2AF84E0B32C86,0.000000
T001,paper,Rel-only,229,P-358E4668D5F31931,0.000000
T001,paper,Rel-only,230,P-3391E45519010CC3,0.000000
T001,paper,Rel-only,231,P-009BCA7018459825,0.000000
T001,paper,Rel-only,232,P-03F65BFB0ED16D1B,0.000000
T001,paper,Rel-only,233,P-F65DE6CF96819A07,0.000000
T001,paper,Rel-only,234,P-158C9F6379CDDEFE,0.000000
T001,paper,Rel-only,235,P-289C9BB96E299672,0.000000
T001,paper,Rel-only,236,P-2FC4CB309D7A8C34,0.000000
T001,paper,Rel-only,237,P-BE897472874CBE30,0.000000
T001,paper,Rel-only,238,P-85C2DEBFC553F08D,0.000000
T001,paper,Rel-only,239,P-6DBB66DED71AF91C,0.000000
T001,paper,Rel-only,240,P-22E616EC998FEED4,0.000000
T001,paper,Rel-only,241,P-0813AB60BBA31028,0.000000
T001,paper,Rel-only,242,P-C8EF225749712734,0.000000
T001,paper,Rel-only,243,P-FB7395A1EE4DC9FF,0.000000
T001,paper,Rel-only,244,P-BE299D4739FF20A6,0.000000
T001,paper,Rel-only,245,P-FE879B042ADA745F,0.000000
T001,paper,Rel-only,246,P-357A96E2572AE96D,0.000000
T001,paper,Rel-only,247,P-92C69074EE74654A,0.000000
T001,paper,Rel-only,248,P-E74CF4958EC0A3F4,0.000000
T001,paper,Rel-only,249,P-E61CA5B8F7CE7C10,0.000000
T001,paper,Rel-only,250,P-E6AFFB297B230DD9,0.000000
T001,paper,Rel-only,251,P-02A10ECF0A7D385E,0.000000
T001,paper,Rel-only,252,P-003E9D6E0BD5A9D7,0.000000
T001,paper,Rel-only,253,P-4E674EC2B47D1D8F,0.000000
T001,paper,Rel-only,254,P-CD3AA847CCC6C977,0.000000
T001,paper,Rel-only,255,P-8A64095E06A41364,0.000000
T001,paper,Rel-only,256,P-F9B88BD703C66843,0.000000
T001,paper,Rel-only,257,P-606683F91F36CFFE,0.000000
T001,paper,Rel-only,258,P-399321059955B0DA,0.000000
T001,paper,Rel-only,259,P-9BF72A265FD7CF48,0.000000
T001,paper,Rel-only,260,P-0B598B5BE059211F,0.000000
T001,paper,Rel-only,261,P-A8866D35B2D518E4,0.000000
T001,paper,Rel-only,262,P-85242B82011F2687,0.000000
T001,paper,Rel-only,263,P-B01701236A71E52C,0.000000
T001,paper,Rel-only,264,P-DB6D4380A3167211,0.000000
T001,paper,Rel-only,265,P-51674143DBDD4373,0.000000
T001,paper,Rel-only,266,P-95F71C8C189F12EF,0.000000
T001,paper,Rel-only,267,P-8D31E031EF4A87E5,0.000000
T001,paper,Rel-only,268,P-B08A594AE03EE71E,0.000000
T001,paper,Rel-only,269,P-E745FB494026730E,0.000000
T001,paper,Rel-only,270,P-AB6AAE8B1E7898A3,0.000000
T001,paper,Rel-only,271,P-AE1AED0539FD67BA,0.000000
T001,paper,Rel-only,272,P-3318427582D3B5FB,0.000000
T001,paper,Rel-only,273,P-53A67AAE97B08585,0.000000
T001,paper,Rel-only,274,P-DB5A2723B8BAC099,0.000000
T001,paper,Rel-only,275,P-BC6BDC766D66EC5E,0.000000
T001,paper,Rel-only,276,P-64E1BD0637E2C1F1,0.000000
T001,paper,Rel-only,277,P-31BD8D45FF328424,0.000000
T001,paper,Rel-only,278,P-36BE02F4F870BABD,0.000000
T001,paper,Rel-only,279,P-4098CEC2CBA2AF6A,0.000000
T001,paper,Rel-only,280,P-F9718376D800BC86,0.000000
T001,paper,Rel-only,281,P-4EFEE1072293F68F,0.000000
T001,paper,Rel-only,282,P-CF97D87C9BCBF5C4,0.000000
T001,paper,Rel-only,283,P-89CDAB8FADC93383,0.000000
T001,paper,Rel-only,284,P-605984F0FD08E866,0.000000
T001,paper,Rel-only,285,P-2F72692DE87B1B5F,0.000000
T001,paper,Rel-only,286,P-4CA39F5DBCD9BE9E,0.000000
T001,paper,Rel-only,287,P-1F8FD9424B2BFAD6,0.000000
T001,paper,Rel-only,288,P-CF6254D65DFBC847,0.000000
T001,paper,Rel-only,289,P-6F115BCA26E87427,0.000000
T001,paper,Rel-only,290,P-EF57C18A35DD8A38,0.000000
T001,paper,Rel-only,291,P-7B32E1FC57CA34D4,0.000000
T001,paper,Rel-only,292,P-FE8742E9211E7E32,0.000000
T001,paper,Rel-only,293,P-CCC03272FE54232A,0.000000
T001,paper,Rel-only,294,P-FF82B931865D7CC2,0.000000
T001,paper,Rel-only,295,P-F209DCDA5F74813F,0.000000
T001,paper,Rel-only,296,P-B54E5DECAB458782,0.000000
T001,paper,Rel-only,297,P-688959E3AB741428,0.000000
T001,paper,Rel-only,298,P-B1D13F082219E881,0.000000
T001,paper,Rel-only,299,P-21405663F29A9E2D,0.000000
T001,paper,Rel-only,300,P-7357297D04CFAD09,0.000000
T001,paper,Rel-only,301,P-50C874D289B7CD7B,0.000000
T001,paper,Rel-only,302,P-29C29820D9C4C801,0.000000
T001,paper,Rel-only,303,P-1353A4C1D32E262B,0.000000
T001,paper,Rel-only,304,P-0E149CA197977F10,0.000000
T001,paper,Rel-only,305,P-9CECC21BE5044B52,0.000000
T001,paper,Rel-only,306,P-8019493CDF5B4AB4,0.000000
T001,paper,Rel-only,307,P-1695C570E004A0D1,0.000000
T001,paper,Rel-only,308,P-BC0EB7D5997FCC4B,0.000000
T001,paper,Rel-only,309,P-64E20FE12A670546,0.000000
T001,paper,Rel-only,310,P-4DB54FC10663A473,0.000000
T001,paper,Rel-only,311,P-11114ED4C67E45A1,0.000000
T001,paper,Rel-only,312,P-AA1D3F731D1E6E87,0.000000
T001,paper,Rel-only,313,P-89068852F794633F,0.000000
T001,paper,Rel-only,314,P-460611A84B55A6E9,0.000000
T001,paper,Rel-only,315,P-5D0EA3D480DCDFF6,0.000000
T001,paper,Rel-only,316,P-556E1A2162A8CE30,0.000000
T001,paper,Rel-only,317,P-5A14BB82BE116ADF,0.000000
T001,paper,Rel-only,318,P-E2D3164DAB9203F1,0.000000
T001,paper,Rel-only,319,P-8A0FAE1894296DE1,0.000000
T001,paper,Rel-only,320,P-7A34B3F75F03523C,0.000000
T001,paper,Rel-only,321,P-3AC02AA67A86451D,0.000000
T001,paper,Rel-only,322,P-DCC1F6A21D4C76A6,0.000000
T001,paper,Rel-only,323,P-9FAFB3C3E7A3E5A5,0.000000
T001,paper,Rel-only,324,P-2D1009F1B8668046,0.000000
T001,paper,Rel-only,325,P-16529A80D5BC0270,0.000000
T001,paper,Rel-only,326,P-DC265795022D0199,0.000000
T001,paper,Rel-only,327,P-104BA3128F178586,0.000000
T001,paper,Rel-only,328,P-AC7933CF91381D8E,0.000000
T001,paper,Rel-only,329,P-AB01ABDEEA1EEFEA,0.000000
T001,paper,Rel-only,330,P-BAB7942972FECF30,0.000000
T001,paper,Rel-only,331,P-4B825EA86C2C1DAC,0.000000
T001,paper,Rel-only,332,P-1DCEA6A04938C09F,0.000000
T001,paper,Rel-only,333,P-911978B62FDB6521,0.000000
T001,paper,Rel-only,334,P-D26AC07979872EEE,0.000000
T001,paper,Rel-only,335,P-9B67930E46DE005D,0.000000
T001,paper,Rel-only,336,P-ADC054D91EF88484,0.000000
T001,paper,Rel-only,337,P-A07CDFEE64761AA2,0.000000
T001,paper,Rel-only,338,P-04CC5E0420EFEA32,0.000000
T001,paper,Rel-only,339,P-F2627CF799DCFC36,0.000000
T001,paper,Rel-only,340,P-F3BD93745C8EDE59,0.000000
T001,paper,Rel-only,341,P-0D2933172C1A0A96,0.000000
T001,paper,Rel-only,342,P-A9BBA97A51666391,0.000000
T001,paper,Rel-only,343,P-73EEF15B081FBDCB,0.000000
T001,paper,Rel-only,344,P-F57576ABC5AC0126,0.000000
T001,paper,Rel-only,345,P-6CD95E0A4789EE28,0.000000
T001,paper,Rel-only,346,P-5C4AF3B067AA5DFB,0.000000
T001,paper,Rel-only,347,P-6C46FA7BBB17A1B5,0.000000
T001,paper,Rel-only,348,P-431BC602A594F26F,0.000000
T001,paper,Rel-only,349,P-B8FBB8179D281BD9,0.000000
T001,paper,Rel-only,350,P-C478066C1C42E6A4,0.000000
T001,paper,Rel-only,351,P-6EA984132BCA25B4,0.000000
T001,paper,Rel-only,352,P-504D55FA64032FF4,0.000000
T001,paper,Rel-only,353,P-C1CBDCCB415DF4B1,0.000000
T001,paper,Rel-only,354,P-41DDEBFABA553F28,0.000000
T001,paper,Rel-only,355,P-5DC96F6B0228605E,0.000000
T001,paper,Rel-only,356,P-F7AF2FDAD27F670F,0.000000
T001,paper,Rel-only,357,P-A3674C8513E04328,0.000000
T001,paper,Rel-only,358,P-20063DCD53E924D2,0.000000
T001,paper,Rel-only,359,P-E5036BA3C70A2D45,0.000000
T001,paper,Rel-only,360,P-240C44A87A5D1325,0.000000
T001,paper,Rel-only,361,P-5CB725D1E373E5E7,0.000000
T001,paper,Rel-only,362,P-DB5444D1613BB203,0.000000
T001,paper,Rel-only,363,P-8692F6044203CDAA,0.000000
T001,paper,Rel-only,364,P-C151668223E3F456,0.000000
T001,paper,Rel-only,365,P-6BC0AFF38CC3B982,0.000000
T001,paper,Rel-only,366,P-36F92BCC40A36D09,0.000000
T001,paper,Rel-only,367,P-95BB73C87A854368,0.000000
T001,paper,Rel-only,368,P-5C75DC0AA2FB178F,0.000000
T001,paper,Rel-only,369,P-1112A4B1F9E3DA5E,0.000000
T001,paper,Rel-only,370,P-ED5822E02BA25AD4,0.000000
T001,paper,Rel-only,371,P-B82EBDFAD9B3E810,0.000000
T001,paper,Rel-only,372,P-8B5E25B0C662CB1F,0.000000
T001,paper,Rel-only,373,P-72E1CE7058376FC2,0.000000
T001,paper,Rel-only,374,P-336AF1EEB2668C5F,0.000000
T001,paper,Rel-only,375,P-1E5A5F3411B6E68D,0.000000
T001,paper,Rel-only,376,P-6F5B480B7A7D7C58,0.000000
T001,paper,Rel-only,377,P-914CAEE9BBD09A3F,0.000000
T001,paper,Rel-only,378,P-F5A98B93AD7AC94D,0.000000
T001,paper,Rel-only,379,P-CEA8EE8C1F20E00E,0.000000
T001,paper,Rel-only,380,P-C4883CA0D4D530CE,0.000000
T001,paper,Rel-only,381,P-E4BFD0BF768BC4FC,0.000000
T001,paper,Rel-only,382,P-CC23E62CFDA7C656,0.000000
T001,paper,Rel-only,383,P-3AE257235B252768,0.000000
T001,paper,Rel-only,384,P-CDC953BD1ACA3FBE,0.000000
T001,paper,Rel-only,385,P-CFAE006D2FD66050,0.000000
T001,paper,Rel-only,386,P-506980F9A02556E1,0.000000
T001,paper,Rel-only,387,P-BCA16C7AD3A0953D,0.000000
T001,paper,Rel-only,388,P-580769503E61987D,0.000000
T001,paper,Rel-only,389,P-D6351E0590FADE9C,0.000000
T001,paper,Rel-only,390,P-1C6AB12B4953E539,0.000000
T001,paper,Rel-only,391,P-C1B6EC66C03B3889,0.000000
T001,paper,Rel-only,392,P-8289920E77758BF8,0.000000
T001,paper,Rel-only,393,P-AE3B4BF91F357B9A,0.000000
T001,paper,Rel-only,394,P-1D59580CB0472265,0.000000
T001,paper,Rel-only,395,P-86940F0CEF9A023E,0.000000
T001,paper,Rel-only,396,P-91814871292AFFF2,0.000000
T001,paper,Rel-only,397,P-D2A121F4D0BD1E62,0.000000
T001,paper,Rel-only,398,P-40F2A1F7F1B4E1D1,0.000000
T001,paper,Rel-only,399,P-9FDF0821E8AE3F9F,0.000000
T001,paper,Rel-only,400,P-345754B27683E308,0.000000
T001,paper,Rel-only,401,P-413215F76F0C69E3,0.000000
T001,paper,Rel-only,402,P-FA6CBDC9676AF560,0.000000
T001,paper,Rel-only,403,P-4518171D5445AFBB,0.000000
T001,paper,Rel-only,404,P-B5ED4DE597CDD56D,0.000000
T001,paper,Rel-only,405,P-1F0BD42388CF45F3,0.000000
T001,paper,Rel-only,406,P-FE7229379E8FFF6E,0.000000
T001,paper,Rel-only,407,P-6157CAD02666BB7B,0.000000
T001,paper,Rel-only,408,P-04E1ECB0D41FD78B,0.000000
T001,paper,Rel-only,409,P-168CC3CC98D987E7,0.000000
T001,paper,Rel-only,410,P-794BFEE3A0A6DD82,0.000000
T001,paper,Rel-only,411,P-72BF50A6E35725A8,0.000000
T001,paper,Rel-only,412,P-927DA267D070C00B,0.000000
T001,paper,Rel-only,413,P-6569E1D0D053149C,0.000000
T001,paper,Rel-only,414,P-8539B95012274B43,0.000000
T001,paper,Rel-only,415,P-EE851549E75C88B9,0.000000
T001,paper,Rel-only,416,P-6442C8FCADBB3129,0.000000
T001,paper,Rel-only,417,P-1CD7321BDE52D9CD,0.000000
T001,paper,Rel-only,418,P-255017FA25FE7F83,0.000000
T001,paper,Rel-only,419,P-72AD45875480502A,0.000000
T001,paper,Rel-only,420,P-8209FF19384524F4,0.000000
T001,paper,Rel-only,421,P-66B11B123D14519C,0.000000
T001,paper,Rel-only,422,P-1D2575BDCCC923EC,0.000000
